Fecha,TempMedia,TempMax,HorMinTempMax,TempMin,HorMinTempMin,HumedadMedia,HumedadMax,HorMinHumMax,HumedadMin,HorMinHumMin,VelViento,DirViento,VelVientoMax,HorMinVelMax,DirVientoVelMax,Radiacion,Precipitacion,TempSuelo1,TempSuelo2,EtPMon,PePMon,Estacion
2013-11-05,20.53,23.7,1520.0,17.59,550.0,60.97,71.6,1040.0,49.02,1340.0,2.102,282.3,7.13,2112.0,303.0,4.674,0.0,17.98,18.5,2.355593,0.0,IB05
2013-11-11,16.56,21.52,1340.0,13.57,1850.0,52.87,72.8,110.0,22.84,2120.0,0.704,359.7,4.645,1211.0,329.3,9.02,0.0,16.72,17.29,1.491752,0.0,IB05
2013-11-12,16.19,20.13,1310.0,12.64,2030.0,44.57,65.68,2350.0,27.91,1310.0,1.061,358.0,7.13,1219.0,354.5,11.5,0.0,15.48,16.49,1.738657,0.0,IB05
2013-12-26,11.51,13.15,1430.0,9.94,550.0,53.42,74.4,0.0,45.47,1220.0,3.655,300.1,10.36,1355.0,321.5,9.83,0.0,10.74,11.71,2.009467,0.0,IB05
2014-01-28,10.79,13.73,1320.0,7.76,110.0,58.68,77.5,2320.0,40.9,1430.0,2.049,273.9,7.15,855.0,297.2,12.31,0.0,10.31,11.12,1.772614,0.0,IB05
2014-03-04,12.46,15.45,1410.0,9.87,520.0,52.27,66.55,520.0,40.86,320.0,3.736,306.4,10.32,1232.0,323.7,17.5,0.0,11.72,12.18,3.386669,0.0,IB05
2014-06-10,24.54,33.57,1020.0,15.09,440.0,47.56,77.2,300.0,21.09,1020.0,1.01,58.41,5.37,1252.0,112.8,30.15,0.0,31.05,29.77,6.17117,0.0,IB05
2014-06-11,25.44,33.71,930.0,15.81,420.0,48.02,75.7,340.0,23.67,930.0,1.131,52.86,5.596,1608.0,102.6,30.14,0.0,31.67,30.3,6.338669,0.0,IB05
2014-07-11,23.88,32.12,1210.0,14.63,440.0,51.16,75.9,440.0,18.44,1300.0,0.772,331.2,5.527,1043.0,281.7,29.62,0.0,32.16,30.82,5.656095,0.0,IB05
2014-08-14,23.96,29.48,1230.0,19.76,2340.0,58.68,74.6,2350.0,43.03,1230.0,1.12,55.3,5.929,1029.0,139.9,21.5,0.0,32.57,32.26,4.56181,0.0,IB05
2014-11-16,15.64,19.14,1240.0,12.24,1840.0,66.04,76.3,1920.0,51.33,1300.0,1.624,246.0,5.929,843.0,262.4,11.79,0.0,14.93,15.8,1.722987,0.0,IB05
2015-02-01,9.04,11.9,1350.0,7.1,440.0,59.21,69.36,440.0,47.16,1800.0,3.359,307.3,8.0,49.0,304.9,10.46,0.0,8.84,9.83,2.13609,0.0,IB05
2015-05-15,19.21,25.66,1510.0,12.57,2350.0,55.42,74.4,120.0,27.38,1410.0,1.055,4.155,5.174,1238.0,271.0,22.66,0.0,28.18,27.15,4.416519,0.0,IB05
2015-06-06,23.37,32.05,940.0,12.71,340.0,43.89,77.8,20.0,18.64,1200.0,0.985,62.52,5.831,1126.0,132.4,29.68,0.0,30.69,28.89,5.875453,0.0,IB05
2015-07-04,29.05,36.99,1200.0,22.27,420.0,45.53,65.97,420.0,26.96,1210.0,1.246,67.87,5.841,1242.0,144.1,26.19,0.0,36.08,34.21,6.459921,0.0,IB05
2015-07-05,28.75,36.66,1050.0,19.89,410.0,44.4,71.6,410.0,20.16,1050.0,1.083,123.7,5.341,1406.0,112.1,26.59,0.0,36.24,34.43,6.220701,0.0,IB05
2015-07-08,27.57,37.32,1040.0,19.7,410.0,55.7,76.8,2350.0,21.08,1040.0,1.145,83.1,6.096,1437.0,103.1,26.02,0.0,36.32,34.71,6.278702,0.0,IB05
2016-03-11,11.07,14.46,1140.0,8.82,2020.0,63.14,74.6,2100.0,47.11,1220.0,1.262,357.5,6.311,1219.0,350.2,14.98,0.0,11.36,11.45,2.215624,0.0,IB05
2016-07-11,27.25,35.1,1240.0,18.98,300.0,49.37,75.8,2350.0,23.33,1240.0,0.998,110.9,5.733,1402.0,143.9,28.26,0.0,35.98,34.23,6.135683,0.0,IB05
2016-07-13,24.2,28.96,1130.0,18.12,2350.0,55.38,74.6,0.0,37.48,1320.0,0.89,25.71,5.321,1140.0,38.3,24.98,0.0,35.66,34.46,5.006927,0.0,IB05
2016-07-14,20.82,24.03,1200.0,16.73,140.0,61.72,76.8,2220.0,50.27,1200.0,0.699,99.6,3.352,1949.0,106.1,6.458,0.0,31.43,32.43,2.008174,0.0,IB05
2016-07-21,27.7,36.99,1140.0,20.22,430.0,45.6,74.6,2230.0,14.21,1140.0,1.163,101.8,6.194,1445.0,111.3,25.52,0.0,34.65,33.1,6.204139,0.0,IB05
2017-04-19,13.46,19.47,1410.0,6.911,2350.0,51.41,72.5,2130.0,31.29,1250.0,0.419,1.729,4.694,1215.0,24.14,25.37,0.0,,20.14,3.417576,0.0,IB05
2017-11-14,11.27,14.64,1140.0,8.28,2350.0,56.06,75.6,2240.0,43.08,300.0,1.092,355.1,5.331,911.0,9.06,9.81,0.0,,13.28,1.309289,0.0,IB05
2018-01-01,13.5,16.32,1240.0,10.21,730.0,56.63,75.2,0.0,33.97,1400.0,1.853,283.5,6.88,2006.0,270.8,8.93,0.0,,11.69,1.668384,0.0,IB05
2019-06-30,28.73,38.72,1150.0,18.84,350.0,42.71,70.2,2340.0,16.14,1210.0,0.793,60.9,4.626,1233.0,111.0,27.35,0.0,,34.01,6.073737,0.0,IB05
2019-07-07,31.82,41.18,1530.0,26.55,2340.0,45.84,71.8,40.0,16.28,1520.0,1.086,248.9,5.478,924.0,316.9,17.78,0.0,,34.89,5.598244,0.0,IB05
2019-07-08,30.04,39.18,1230.0,24.55,250.0,47.49,66.26,1810.0,23.65,1240.0,1.096,52.38,5.939,2100.0,93.4,15.94,0.206,,34.53,5.080842,0.0,IB05
2019-08-13,24.55,30.82,1450.0,19.22,2330.0,56.5,76.0,2330.0,34.98,1350.0,0.769,16.32,5.165,831.0,97.8,19.77,0.0,,33.96,4.186066,0.0,IB05
2020-03-03,13.65,17.72,2040.0,9.42,610.0,55.3,76.9,1940.0,36.55,2040.0,2.945,286.0,11.6,2034.0,334.1,11.76,0.0,,13.6,3.01009,0.0,IB05
2020-09-25,22.05,25.04,0.0,18.1,2350.0,45.25,70.5,420.0,30.67,1650.0,3.39,311.6,9.58,2336.0,312.2,18.45,0.0,,25.39,4.979833,0.0,IB05
2020-09-26,18.71,22.19,1330.0,15.63,500.0,51.92,61.39,2030.0,39.18,1410.0,1.755,297.4,7.62,147.0,315.6,13.57,0.0,,24.15,3.243853,0.0,IB05
2020-12-09,10.85,14.3,1200.0,7.6,2050.0,64.33,77.8,540.0,49.81,1250.0,1.478,305.4,5.096,1252.0,322.1,9.58,0.0,,11.55,1.144354,0.0,IB05
2021-03-18,11.44,15.18,1420.0,8.0,1940.0,57.58,72.9,1950.0,42.86,1220.0,0.806,12.62,4.087,1200.0,51.51,11.4,0.0,,14.79,1.909324,0.0,IB05
2021-08-02,23.74,29.59,1230.0,17.23,110.0,63.91,74.6,310.0,49.47,930.0,1.105,46.22,5.606,1052.0,108.7,20.15,0.0,,32.81,4.327093,0.0,IB05
2021-08-14,30.0,39.45,1210.0,22.96,310.0,48.76,76.3,320.0,20.97,1210.0,0.771,98.0,4.4,1330.0,127.1,22.14,0.0,,34.87,5.237235,0.0,IB05
2021-08-17,25.55,31.65,1250.0,21.7,510.0,61.53,77.7,2350.0,43.3,1250.0,0.729,37.45,4.704,1051.0,0.0,14.91,0.0,,34.21,3.511767,0.0,IB05
2021-11-07,13.7,16.84,1220.0,11.89,2100.0,59.99,70.8,200.0,41.47,1130.0,1.675,341.0,7.82,1319.0,327.4,7.63,1.773,,15.87,1.896575,0.0,IB05
2022-03-22,12.365,13.77,1030.0,11.1,600.0,65.346,71.5,2000.0,57.24,1030.0,4.221,90.699,5.768,830.0,86.5,5.456,0.0,,,2.457123,0.0,IB05
2022-06-15,27.91,37.39,1230.0,19.64,440.0,42.74,75.4,2210.0,20.31,1140.0,0.771,148.3,4.077,1601.0,149.3,28.66,0.0,32.15,30.14,6.161417,0.0,IB05
2022-07-02,25.43,30.72,1510.0,19.97,230.0,48.94,74.8,450.0,23.0,1820.0,1.245,36.21,5.851,1139.0,121.3,23.91,0.0,33.39,31.81,5.493901,0.0,IB05
2022-07-07,25.84,31.59,1110.0,18.9,430.0,53.79,77.2,430.0,29.7,1230.0,1.038,39.65,6.194,1251.0,129.6,26.72,0.0,34.18,32.19,5.648227,0.0,IB05
2022-07-09,26.43,34.72,1340.0,18.24,110.0,48.71,76.4,450.0,22.31,1340.0,0.84,10.78,4.949,1426.0,128.6,28.39,0.0,34.17,32.12,5.917899,0.0,IB05
2022-07-16,28.8,39.05,1230.0,18.77,450.0,49.94,74.1,2330.0,20.5,1120.0,0.416,225.5,4.018,1130.0,109.9,27.66,0.0,36.24,33.58,5.517484,0.0,IB05
2022-07-17,29.19,38.25,1200.0,19.71,430.0,46.95,76.2,300.0,23.11,1200.0,0.577,70.5,5.625,1416.0,141.4,27.6,0.0,36.66,33.87,5.763611,0.0,IB05
2022-07-24,29.58,38.53,1150.0,20.11,450.0,42.22,73.5,440.0,18.96,1440.0,0.833,150.0,4.89,1359.0,145.1,26.59,0.0,36.98,34.5,5.955556,0.0,IB05
2022-08-01,28.98,37.64,1300.0,20.23,500.0,49.28,76.4,440.0,24.92,1230.0,0.531,352.6,3.802,920.0,35.59,26.25,0.0,36.41,34.22,5.39106,0.0,IB05
2022-08-02,29.2,38.06,1300.0,20.57,440.0,47.53,71.3,2250.0,26.39,1050.0,0.542,193.3,5.096,1157.0,128.6,25.9,0.0,36.74,34.41,5.382942,0.0,IB05
2022-08-09,28.81,36.45,1100.0,21.71,440.0,51.97,74.7,440.0,25.46,1100.0,0.94,58.97,5.057,1045.0,100.7,25.24,0.0,36.81,34.77,5.664983,0.0,IB05
2022-08-10,28.24,36.38,1230.0,20.77,500.0,52.11,76.3,500.0,19.3,1230.0,0.969,108.0,5.106,1332.0,154.8,25.3,0.0,36.63,34.71,5.673673,0.0,IB05
2022-08-14,31.46,39.5,1100.0,24.57,410.0,43.26,76.6,130.0,17.42,1430.0,0.998,142.3,5.723,1241.0,137.6,22.66,0.0,37.24,35.04,5.69513,0.0,IB05
